V1,V8,V9,condition,desc,support,query_1,query_2,query_3,query_4,query_5,query_1_quant,query_2_quant,query_3_quant,query_4_quant,query_5_quant,word_homeless,word_welfare,word_needy,word_lazy,word_filler2,word_filler5,word_filler6,word_charity,word_poor,word_filler12,word_burden,word_aid,word_filler11,word_deserve,stigmaO_1,stigmaO_2,stigmaO_3,stigmaO_4,stigmaO_5,attncheck,age,gender,income,edu,race,polit,polit_1,polit_2 
R_3R1QbLK5IYJa8j9,6/20/17 11:01,6/20/17 11:16,security,social security for all,7,Fair,Equal,The right thing to do,,,1,1,1,,,HOMELAND,WELCOME,NEEDY,LAZY,PLACE,SUM,BIKE,CHARGES,DOOR,PHOTO,BURNER,AID,SING,RESERVE,6,5,3,6,5,2,31,Male,"$40,000 to $49,999",2-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_2t3GoMZ6XUFg8X9,6/20/17 10:58,6/20/17 11:16,security,social security for all,1,People will become more lazy,government will tax more,government will go more in debt,,,2,2,2,,,homemade,welness,needy,Lazy,place,Sum,bake,charity,door,photo,burden,aid,song,observe,1,7,7,4,7,2,25,Male,"$60,000 to $74,999",Some college (no degree),White,Republican,Moderately conservative,Moderately conservative
R_7PovbNTcTt130Gd,6/20/17 10:29,6/20/17 11:16,freedom,financial freedom,6,It's equal,All citizens get it,Monthly,It covers needs,Streamlines,1,1,1,1,1,home bas,welcome,nerdy,lazy,place,sue,bake,chariot,door,phone,burste,add,song,upserve,5,2,2,7,2,2,34,Male,"$85,000 to $99,999",Masters level degree (for example M.S. or M.A.),Asian,Republican,In the middle,In the middle
R_338DuM5R6z6TQ7m,6/20/17 10:35,6/20/17 11:17,freedom,financial freedom,7,People will have the freedom to choose what needs to take care of,There wont be any delays in waiting on programs ,Some people may use the money for other needs and then not have what they really need.,,,1,1,2,,,HOMELESS,WELFARE,NEEDY,LAZY,PLACE,SUS,BIKE,CHARITY,POOR,PHOTO,BURIAL,AID,SING,RESERVE,6,5,3,5,5,2,45,Female,"$40,000 to $49,999",4-year college degree,White,Republican,Moderately conservative,Slightly conservative
R_22OWBkqg155obCu,6/20/17 10:56,6/20/17 11:17,freedom,financial freedom,2,Government interference distorts markets,Sufficient to cover basic needs sounds good in theory,This program will inevitably implode like many other government programs,This system will be inefficient,This system will become too costly,2,2,2,2,2,HOMELESS,WELFARE,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHONE,BURATF,ADD,SING,RESERVE,1,7,7,2,7,2,30,Female,"$20,000 to $24,999",4-year college degree,White,Other,Strongly liberal,Strongly conservative
R_u9cTKyMwLFVfIAN,6/20/17 11:02,6/20/17 11:17,control,basic income,7,It should be a right of all citizens to benefit from our collective wealth.,We can benefit by making social services programs less necessary for a significant number of people.,"As all benefit equally, there would seem to be few qualms.",,,1,1,1,,,HOMEBODY,WELCOME,NEEDY,COZY,PLAZA,SUN,BIKE,CHARIOT,BOOR,PHOTO,BURSAR,ADD,SING,DESERVE,6,2,2,7,2,2,39,Male,"$40,000 to $49,999",4-year college degree,White,Democrat,Strongly liberal,Strongly liberal
R_2VPHzfowVx1E0b4,6/20/17 10:56,6/20/17 11:17,control,basic income,2,I do not like distribution of wealth ,people will live on expectations ,tax payers will end up paying ,more debt for our country ,people will take advantage of it ,2,2,2,2,2,homemade,welcome,needy,cozy,plaza,sun,bake,charter,poor,photo,burnts,aid,sing,deserve,3,5,6,4,5,3,46,Male,"$125,000 to $149,999",Some college (no degree),White,Republican,Slightly conservative,Slightly conservative
R_9vHF1LQnAHHoUKZ,6/20/17 10:59,6/20/17 11:17,security,social security for all,7,it helps who cannot provide to himself or his family,it might save many lives,it might make people lazy,,,1,1,2,,,HOMELAND,WELCOME,NODDY,LAZY,PLATE,SUE,BAKE,CHARDIO,DIOR,PHONE,BURGER,AID,SONG,RESERVE,6,4,5,6,6,2,38,Male,"Less than $5,000",Some college (no degree),White,Independent,In the middle,In the middle
R_qxuqOAfmn3Buv8B,6/20/17 11:06,6/20/17 11:17,security,social security for all,6,crime rate is high,many cannot afford necessities,jobs are uncertain,children are expensive,something has to change,1,1,1,1,1,HOMEMADE,WELCOME,NERDY,LAZY,PLACE,SUD,BAKE,CHARMED,POOR,PHONE,BURDEN,ADD,SING,DESERVE,7,2,2,6,7,1,43,Female,"$12,500 to $14,999",2-year college degree,White,Republican,Moderately conservative,Slightly conservative
R_300jiQyjY7sWcKc,6/20/17 11:10,6/20/17 11:17,control,basic income,2,people should work,handouts make people lazy,the government does enough charity,it would cause inflation,it promotes bad work ethic,2,2,2,2,2,homeless,welcome,needy,lazy,plane,sub,bake,charism,door,PHOTO,BURNED,ADD,SONG,RESERVE,2,6,6,3,1,2,31,Male,"$30,000 to $34,999",4-year college degree,White,Republican,Strongly conservative,Slightly conservative
R_dg0nU3ZTnjmymAh,6/20/17 11:11,6/20/17 11:18,control,basic income,6,less wasting time at welfare offices,"wont have to pay welfare office employees as much, need fewer",less government spending,"basic needs for things such as food, water, shelter, can be met",people need to feel autonomous,1,1,1,1,1,HOMEWORK,WELCOME,NERDY,LAZY,PLANE,SUE,BAKE,CHARIOT,DOOR,PHOTO,BURIAL,ADD,SONG,OBSERVE,6,5,3,5,4,2,27,Female,"$12,500 to $14,999",Masters level degree (for example M.S. or M.A.),Black,Democrat,Strongly liberal,Slightly conservative
R_Re1h7NZMrC11ZOV,6/20/17 11:09,6/20/17 11:18,freedom,financial freedom,7,individuals get to decide ,more efficient ,,,,1,1,,,,,WELCOME,,LAZY,PLACE,SUN,BIKE,CHARITY,POOR,PHOTO,BURNED,AID,SING,,7,1,1,7,7,2,26,Male,"$40,000 to $49,999",4-year college degree,Black,Independent,In the middle,In the middle
R_2TWPprkZ22kkpyO,6/20/17 11:02,6/20/17 11:18,security,social security for all,7,Technology has greatly reduced the number of jobs available to us,Everyone deserves to be paid a basic wage even people who have dropped out of the workforce ,Stay at home parents should definitely be paid,Everyone deserves a fair chance,,1,1,1,1,,homeless,welcome,nildy,dizy,plain,sum,bike,charity,poor,phone,burned,aid,sing,observe,6,3,2,6,1,2,32,Male,"$20,000 to $24,999",4-year college degree,White,Democrat,Moderately liberal,In the middle
R_2rv98rNGQopKDJ4,6/20/17 11:08,6/20/17 11:18,security,social security for all,3,People will not want to work,It will cost a lot that could go to other things.,People will feel entitled.,People could misuse funds.,It won't really eliminate the issue of poverty.,2,2,2,2,2,HOMEPAGE,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARLIE,DOOR,PHOTO,BURIED,ADD,SONG,DESERVE,3,6,6,5,7,2,34,Female,"$35,000 to $39,999",4-year college degree,White,Democrat,In the middle,In the middle
R_ypDUj84svzJBsVb,6/20/17 11:02,6/20/17 11:19,freedom,financial freedom,2,How is the amount determined?,Is the opportunity there to decline?,Is there accountability?,Who is overseeing this?,What measures are in place to make sure funds are not misused by druggie/alcoholics,2,1,1,1,2,homeless,welfare,needy,lazy,place,sum,bake,charlot,door,photo,burrow,aid,song,reserve,1,6,6,2,6,2,52,Female,"$10,000 to $12,499",Some college (no degree),White,Republican,Moderately conservative,In the middle
R_OBaXq0YC1TnPasF,6/20/17 11:02,6/20/17 11:19,security,social security for all,3,It promotes dependency,It causes higher taxes,,,,2,2,,,,homeless,welcome,nerdy,lazy,place,sun,bake,charity,poor,photo,burger,and,song,reserve,4,4,7,4,6,4,31,Male,"$40,000 to $49,999",4-year college degree,Black,Independent,In the middle,In the middle
R_2ZE89WKGrsEPYnc,6/20/17 11:13,6/20/17 11:19,security,social security for all,7,everyone is worth it,money isn't everything,people are valuable,health is important,no one should be homeless,1,1,1,1,1,HOMELESS,WELCOME,NERDY,BUZY,PLANK,SUN,BAKE,CHARITY,DOOR,PHONE,BURGER,AID,SING,DESERVE,7,1,1,7,1,2,40,Female,"$25,000 to $29,999",2-year college degree,White,Independent,Moderately liberal,Moderately liberal
R_2qmhReQ4R6qLhxv,6/20/17 11:06,6/20/17 11:19,freedom,financial freedom,7,Freedom to pursue things people  genuinely enjoy as occupation,Doing work can give extra money so that people can indulge in luxurious things,Improved physical and mental health,The populace can invest more time on actually learning new things for the sake of learning,No one will be homeless or hungry.,1,1,1,1,1,HOMEMADE,WELCOME,NANDY,COZY,PLATE,SUN,BAKE,CHARRED,DOOR,PHOTO,BURNED,AID,SING,OBSERVE,7,1,1,7,1,2,26,Female,"$40,000 to $49,999",Some college (no degree),Black,Democrat,Strongly liberal,Strongly liberal
R_3h4un0Zu6B0fTKJ,6/20/17 10:31,6/20/17 11:19,freedom,financial freedom,6,Increased empowerment,Increased automony,Providing income,Distribution of wealth,Care to all citizens,1,1,1,1,1,homeland,welcome,noody,lazy,place,sue,bake,charity,door,photo,buried,aid,sing,unserve,5,3,3,5,3,2,29,Female,"$20,000 to $24,999",Some college (no degree),Black,Democrat,Slightly       liberal,Slightly       liberal
R_O36L8KZHW5mZLYR,6/20/17 11:10,6/20/17 11:19,security,social security for all,7,human decency,a future for everyone,a change in priorities,happiness,,1,1,1,1,,homeless,welcome,nerdy,cozy,plaid,sun,bake,charity,door,PHONE,BURSTS,ADD,SONG,DESERVE,7,5,2,7,6,2,34,Male,"$7,500 to $9,999",Some college (no degree),White,Democrat,Moderately liberal,Moderately liberal
R_3pmQL60ZwZNKXBi,6/20/17 11:03,6/20/17 11:19,freedom,financial freedom,5,This is fair.,It gives people more freedom,The wealthiest do not need this check,It will help many Americans afford the cost of living,It might help the economy ,1,1,2,1,1,Homeless,Welfare,Needy,Lazy,Place,Sue,Bake,Charity,Poor,PHOTO,BURIED,AID,SING,DESERVE,4,6,4,6,5,2,27,Female,"$50,000 to $59,999",4-year college degree,White,Republican,In the middle,Slightly conservative
R_1cSvKuWZ8MvSd4l,6/20/17 11:13,6/20/17 11:20,control,basic income,7,no one starves ,everyone is equal ,the top one percent doesn't control all the wealth ,,,1,1,1,,,homeless,wellnes,needy,lazy,place,sup,bake,charity,door,phone,buried,aid,sing,deserve,6,7,6,5,2,2,24,Female,"$20,000 to $24,999",4-year college degree,White,Democrat,Strongly liberal,Strongly liberal
R_2rNGeci3xab2XqJ,6/20/17 10:49,6/20/17 11:20,freedom,financial freedom,7,How much does it cost,will it include healthcare,how will it be paid,what would be the effects on social security,do i qualify,1,1,1,1,1,homework,welcome,nerdy,cozy,plays,sun,nike,charred,door,phone,burned,aid,sing,reserve,3,5,4,7,7,2,30,Male,"$10,000 to $12,499",2-year college degree,White,Other,Slightly       liberal,Moderately conservative
R_aXVKRHPSp6yEEud,6/20/17 11:02,6/20/17 11:20,control,basic income,7,This is a great idea,I hope that this program manifest were i live,,,,1,1,,,,,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARIOT,POOR,PHONE,BURNER,AID,SING,RESERVE,7,6,4,6,1,2,30,Female,"Less than $5,000",Some college (no degree),Black,Independent,In the middle,In the middle
R_2tsqWfNn0zVUKIk,6/20/17 10:56,6/20/17 11:20,freedom,financial freedom,7,I support it because it is a good idea,government is for the people,A government the side of the USA Gov should be able to do this,ge tthe republicans out first if they really want to make this happen the right way,they should add incentives for higher incomes for more education ,1,1,1,1,1,HOMELESS,NO IDEA,NEEDY,COZY,PLATE,SUN,BIKE,NO IDEA,DOOR,PHONE,BURNED,AND,SONG,DESERVE,7,6,4,4,7,2,50,Male,"$5,001-$6,999",Some college (no degree),White,Democrat,Moderately liberal,Moderately liberal
R_27UsmrS62zL62nA,6/20/17 11:03,6/20/17 11:20,security,social security for all,7,help families buy necessities,help with unforeseen events,relieves pressure from working class families and single parents,could be too much of an expense to the country,some people may use it as a crutch and an excuse to put off finding employment,1,1,1,2,2,homestay,welcome,needy,cozy,plant,sun,bake,charged,door,photo,burned,aid,sing,observe,7,2,2,6,6,6,25,Female,"$75,000 to $84,999",4-year college degree,White,Republican,Slightly conservative,Slightly conservative
R_6sRk375rposRGV3,6/20/17 11:05,6/20/17 11:21,control,basic income,7,I believe in income equality.,I feel everyone should have enough money to survive.,,,,1,1,,,,HOMELESS,WELFARE,NEEDY,LAZY,PLAYS,SUB,BAKE,CHARRED,POOR,PHOTO,BURIED,AID,SING,UNSERVE,6,3,1,7,6,2,25,Male,"$15,000 to $19,999",High school degree,White,Democrat,Strongly liberal,Strongly liberal
R_1pWr11gWDby8Nyb,6/20/17 10:56,6/20/17 11:21,freedom,financial freedom,1,People loose the value of working.,People will find a way to corrupt this.,"What about the debts , people have?",How much for childeren?,Who pays for it?,2,2,2,2,2,homeland,welfare,noody,cozy,place,sum,bake,charity,boor,PHONE,BURIED,AND,SONG,ASSERVE,3,5,6,3,6,2,71,Male,"$60,000 to $74,999",Some college (no degree),White,Republican,In the middle,In the middle
R_269AAcNNnPMpEZU,6/20/17 11:08,6/20/17 11:21,freedom,financial freedom,7,Will provide a living wage for all it's citizens. ,Will help keep people from ending up on the street.,Will eliminate crimes and other disorderly conduct.,Will give people hope for the future without having to resort to extreme measures.,Technology and innovation will force the government to implement a basic income for all the citizens.,1,1,1,1,1,Homeless,Welcome,Needy,Fuzy,Place,Sun,Bake,Charter,Poor,Photo,Burned,Aid,Sing,Deserve,7,1,1,7,1,2,33,Male,"$12,500 to $14,999",2-year college degree,White,Democrat,Strongly liberal,Strongly liberal
R_XgFdDxsZdy9eTEB,6/20/17 10:56,6/20/17 11:21,freedom,financial freedom,7,"It's a benefit for all people, not just those who need them.",Basic needs will be covered. ,There will less government involvement in our lives.,There will be less government spending money on programs inefficeintly.,Everyone will still get the help they need.,1,1,1,1,1,HOMEWORK,WELLOFF,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHOTO,BURNED,AID,SING,COSERVE,6,5,5,4,6,2,38,Female,"$85,000 to $99,999",4-year college degree,Asian,Republican,In the middle,In the middle
R_zfh9wrc4pyZfB9T,6/20/17 11:12,6/20/17 11:21,control,basic income,7,Basic Human Right,Care for other people,Freedom for people,Ability to buy necessities,Health for all,1,1,1,1,1,homehelp,welfare,needy,eazy,plant,sun,bake,charter,moor,phone,burned,and,sing,deserve,6,2,2,7,1,2,37,Male,"$85,000 to $99,999",4-year college degree,White,Democrat,Moderately liberal,Slightly       liberal
R_23dAJCi5r3928fN,6/20/17 11:00,6/20/17 11:21,freedom,financial freedom,7,Enables funds to go where needed for families,Takes financial pressure off families,Redistributes funds back to local enonomy,Allows me to pursue jobs I am passionate about,Encourages more happiness and less stress which takes strain off medical system,1,1,1,1,1,HOMEWARD,WELCOME,NEEDY,COZY,PLANT,SUN,BAKE,CHARGES,DOOR,PHOTO,BURDEN,AND,SONG,RESERVE,7,1,1,7,5,2,31,Female,"$60,000 to $74,999",2-year college degree,White,Democrat,Strongly liberal,Moderately liberal
R_3GD1bJYMFso2kVm,6/20/17 11:02,6/20/17 11:21,security,social security for all,1,just being lazy,people acting like children,I don't need someone to take care of me,people need to take responsibility,don't let other people take care of you if you are an adult,2,2,2,2,2,HOMELAND,WELCOME,NEEDY,LAZY,PLANE,SUN,BIKE,CHARTER,DOOR,PHONE,BURDON,ADD,SONG,OBSERVE,1,7,7,1,7,2,52,Female,"$125,000 to $149,999",4-year college degree,White,Republican,Moderately conservative,Strongly conservative
R_1H8do8g56FYdAv9,6/20/17 11:13,6/20/17 11:21,control,basic income,7,Good for our poor,Good for our health as a country,Good for morale,Makes sure all are condsidered,Takes the burden of those less fortunate,1,1,1,1,1,HOMEMADE,WELCOME,NERDY,COZY,PLANT,SUN,BAKE,CHARRED,MOOR,PHOTO,BURGER,AND,SUNG,DESERVE,6,1,1,7,6,2,32,Male,"$50,000 to $59,999",Masters level degree (for example M.S. or M.A.),White,Democrat,Strongly liberal,Strongly liberal
R_25yVSfXRHsT3OSd,6/20/17 10:53,6/20/17 11:22,control,basic income,6,meaningful contributions to our culture and society often do not result in income for the contributor,great personal wealth can be accumulated with litte or no meaningful contribution to society,life is too important to spend it as a replaceable cog in a vast economic machine ,providing a basic living is cheaper than solving the problems that result from many not having a basic standard of living,it's the right thing to do,1,1,1,1,1,homeless,welcome,nerdy,hazy,plaza,sun,bike,charter,door,PHOTO,BURIED,AND,SONG,RESERVE,6,2,2,6,4,2,63,Male,"$125,000 to $149,999","Doctorate level degree (for example PhD, MD, JDS)",White,Independent,Moderately liberal,Moderately liberal
R_Ahg740ztuzmoIdX,6/20/17 11:10,6/20/17 11:22,freedom,financial freedom,7,accountability,control,equality,individual,autonomy,1,1,1,1,1,HOMEWARD,WELCOME,NERDY,COZY,PLACE,SUN,BAKE,CHARITY,FOUR,PHONE,BURIED,ADD,SING,DESERVE,7,1,1,7,1,2,30,Female,"$35,000 to $39,999",2-year college degree,Asian,Democrat,Slightly       liberal,In the middle
R_06Ym7l196BGEWQh,6/20/17 11:13,6/20/17 11:22,control,basic income,7,can be self supporting,reduce gov't spending,possibly reduce taxes,increase self worth,increase overall morale,1,1,1,1,1,homemade,welcome,needy,lazy,plank,sun,bike,charity,door,photo,burlap,add,song,observe,6,3,2,6,5,2,44,Female,"$75,000 to $84,999",2-year college degree,White,Independent,Moderately liberal,Moderately liberal
R_O2mOEp3htFRVckx,6/20/17 11:15,6/20/17 11:22,freedom,financial freedom,7,the government should do more,the government wastes a lot of money ,this is money well spent,would boost the economy,,1,1,1,1,,homework,welcome,nerdy,lazy,place,sun,bike,charity,door,phone,burlap,and,song,deserve,6,2,2,7,4,2,33,Female,"$35,000 to $39,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_1PYsZQZg2IPhnUy,6/20/17 11:13,6/20/17 11:22,security,social security for all,3,not fair to the working class,,,,,2,,,,,HOMEWORK,WELFARE,NEEDY,LAZY,PLATE,SUE,BIKE,CHARITY,POOR,PHOTO,,ADD,SING,DESERVE,3,6,6,4,6,2,24,Female,"$75,000 to $84,999",Some college (no degree),White,Independent,Moderately conservative,Moderately conservative
R_bNuNcHwak96R3Ql,6/20/17 11:08,6/20/17 11:22,control,basic income,7,It will allow people to focus on their passions,People will have less stress related health problems,There will be those who abuse it and do not contribute to society or follow their passions,,,1,1,2,,,Homeland,Welcome,Nerdy,Cozy,Place,Sun,Bike,Charity,Door,PHONE,BURNER,ADD,SONG,DESERVE,6,2,1,7,5,2,27,Male,"$25,000 to $29,999",2-year college degree,White,Republican,Slightly conservative,Slightly conservative
R_2ClkK9I07f6gXq9,6/20/17 11:06,6/20/17 11:23,freedom,financial freedom,7,reliable safety net,reduction of crime,less government influence on how is eligible for assistance,possible reduction on government spending on burearacy,individual freedom to determine how money is spent effectively,1,1,1,1,1,HOMELAND,WELCOME,NERDY,LAZY,PLACE,SUM,BIKE,CHARTER,DOOR,PHONE,BURGER,ADD,SONG,OBSERVE,5,4,3,6,4,2,39,Male,"$35,000 to $39,999",4-year college degree,Black,Independent,Strongly liberal,Strongly liberal
